Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-05,9,5.0,5.0,1
LZX5X6V4QY6MJ,2026-01-05,10,84.95,87.25,12
LZX5X6V4QY6MJ,2026-01-05,11,70.5,72.25,10
LZX5X6V4QY6MJ,2026-01-05,12,93.45,84.65,13
LZX5X6V4QY6MJ,2026-01-05,13,176.5,177.7,22
LZX5X6V4QY6MJ,2026-01-05,14,125.5,128.25,17
LZX5X6V4QY6MJ,2026-01-05,15,145.0,124.15,20
LZX5X6V4QY6MJ,2026-01-05,16,108.45,108.95,16
LZX5X6V4QY6MJ,2026-01-05,17,117.85,109.65,19
LZX5X6V4QY6MJ,2026-01-05,18,38.5,38.5,7
LZX5X6V4QY6MJ,2026-01-05,19,51.0,54.35,8
