Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-01-08,9,39.95,33.1,5
LZX5X6V4QY6MJ,2026-01-08,10,95.0,91.0,10
LZX5X6V4QY6MJ,2026-01-08,11,109.45,79.95,12
LZX5X6V4QY6MJ,2026-01-08,12,205.4,182.95,18
LZX5X6V4QY6MJ,2026-01-08,13,225.5,224.0,27
LZX5X6V4QY6MJ,2026-01-08,14,169.5,165.75,23
LZX5X6V4QY6MJ,2026-01-08,15,36.5,25.5,5
LZX5X6V4QY6MJ,2026-01-08,16,178.0,180.0,12
LZX5X6V4QY6MJ,2026-01-08,17,139.5,103.0,12
LZX5X6V4QY6MJ,2026-01-08,18,78.0,52.0,4
LZX5X6V4QY6MJ,2026-01-08,19,25.5,26.5,4
