Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2025-10-21,9,43.0,45.4,6
LZX5X6V4QY6MJ,2025-10-21,10,131.0,116.45,14
LZX5X6V4QY6MJ,2025-10-21,11,173.0,160.9,23
LZX5X6V4QY6MJ,2025-10-21,12,153.5,143.75,21
LZX5X6V4QY6MJ,2025-10-21,13,380.0,374.05,51
LZX5X6V4QY6MJ,2025-10-21,14,306.0,250.15,37
LZX5X6V4QY6MJ,2025-10-21,15,316.0,282.25,39
LZX5X6V4QY6MJ,2025-10-21,16,314.5,284.5,39
LZX5X6V4QY6MJ,2025-10-21,17,243.5,223.0,27
LZX5X6V4QY6MJ,2025-10-21,18,197.0,178.1,20
LZX5X6V4QY6MJ,2025-10-21,19,94.0,93.0,10
