Location ID,Date,Hour,Gross Revenue,Net Revenue,Order Count
LZX5X6V4QY6MJ,2026-03-07,9,11.5,12.5,2
LZX5X6V4QY6MJ,2026-03-07,10,195.5,204.25,29
LZX5X6V4QY6MJ,2026-03-07,11,213.0,217.0,31
LZX5X6V4QY6MJ,2026-03-07,12,272.5,273.7,35
LZX5X6V4QY6MJ,2026-03-07,13,365.0,385.8,45
LZX5X6V4QY6MJ,2026-03-07,14,456.95,452.65,48
LZX5X6V4QY6MJ,2026-03-07,15,439.95,428.11,58
LZX5X6V4QY6MJ,2026-03-07,16,353.5,354.05,46
LZX5X6V4QY6MJ,2026-03-07,17,327.5,289.85,37
LZX5X6V4QY6MJ,2026-03-07,18,159.45,152.3,19
LZX5X6V4QY6MJ,2026-03-07,19,91.0,86.0,11
